t-1,t-2,t-3,t-4
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.7193744784612992,0.5940092629611364,0.5940092629611364,0.5940092629611364
0.6566918707112178,0.7193744784612992,0.5940092629611364,0.5940092629611364
0.5940092629611364,0.6566918707112178,0.7193744784612992,0.5940092629611364
0.5940092629611364,0.5940092629611364,0.6566918707112178,0.7193744784612992
0.671839154286934,0.5940092629611364,0.5940092629611364,0.6566918707112178
0.6243038301125687,0.671839154286934,0.5940092629611364,0.5940092629611364
0.5767685059382036,0.6243038301125687,0.671839154286934,0.5940092629611364
0.5292331817638384,0.5767685059382036,0.6243038301125687,0.671839154286934
0.4816978575894732,0.5292331817638384,0.5767685059382036,0.6243038301125687
0.434162533415108,0.4816978575894732,0.5292331817638384,0.5767685059382036
0.434162533415108,0.434162533415108,0.4816978575894732,0.5292331817638384
0.434162533415108,0.434162533415108,0.434162533415108,0.4816978575894732
0.43485676496159104,0.434162533415108,0.434162533415108,0.434162533415108
0.43468320707497027,0.43485676496159104,0.434162533415108,0.434162533415108
0.4345096491883495,0.43468320707497027,0.43485676496159104,0.434162533415108
0.4343360913017288,0.4345096491883495,0.43468320707497027,0.43485676496159104
0.43503032284821175,0.4343360913017288,0.4345096491883495,0.43468320707497027
0.4352038807348325,0.43503032284821175,0.4343360913017288,0.4345096491883495
0.4353774386214533,0.4352038807348325,0.43503032284821175,0.4343360913017288
0.43555099650807405,0.4353774386214533,0.4352038807348325,0.43503032284821175
0.43572455439469476,0.43555099650807405,0.4353774386214533,0.4352038807348325
