t,NO2
2024-04-23,
2024-04-24,
2024-04-25,
2024-04-26,7.9232195e-06
2024-04-27,5.7175525e-06
2024-04-28,1.8728286e-05
2024-04-29,
2024-04-30,1.8154791e-05
2024-05-01,2.4838491e-05
2024-05-02,1.8786093e-05
2024-05-04,1.5848675e-05
2024-05-05,2.0030715e-05
2024-05-06,1.409288e-05
2024-05-07,3.0093875e-05
2024-05-08,1.4107424e-06
2024-05-09,2.8466886e-06
2024-05-10,1.0497462e-05
2024-05-11,2.0616299e-05
2024-05-12,5.0618182e-06
2024-05-13,1.327408e-05
2024-05-14,2.5077057e-05
2024-05-15,-1.1668128e-06
2024-05-16,1.608918e-05
2024-05-17,6.4907404e-06
2024-05-18,4.7397543e-06
2024-05-19,
2024-05-20,1.1349144e-05
2024-05-21,2.4622825e-05
2024-05-22,1.3795586e-05
2024-05-23,2.4924484e-05
2024-05-24,2.0158292e-05
2024-05-25,1.3435206e-05
2024-05-26,2.9781952e-05
2024-05-27,1.2957941e-05
2024-05-28,
2024-05-29,7.92991e-06
2024-05-30,1.13000115e-05
2024-05-31,5.3045255e-06
2024-06-01,2.8963776e-05
2024-06-02,1.1759505e-05
2024-06-03,1.5294552e-05
2024-06-04,
2024-06-05,1.3453971e-05
2024-06-06,3.0454003e-06
2024-06-07,3.363509e-05
2024-06-08,1.831146e-05
2024-06-09,
2024-06-10,1.25854895e-05
2024-06-11,7.491765e-06
2024-06-12,
2024-06-13,
2024-06-14,
2024-06-15,
2024-06-16,1.605668e-05
2024-06-17,
2024-06-18,7.2375196e-06
2024-06-19,1.637081e-05
2024-06-20,
2024-06-21,1.7690934e-05
2024-06-22,1.1906672e-05
2024-06-23,
2024-06-24,
2024-06-25,2.7782406e-05
2024-06-26,9.309103e-06
2024-06-27,
2024-06-28,-1.0038391e-05
2024-06-29,2.1075142e-05
2024-06-30,7.88829e-05
2024-07-01,
2024-07-02,
2024-07-03,
2024-07-04,
2024-07-05,1.562614e-05
2024-07-07,5.601611e-06
2024-07-08,3.7152108e-06
2024-07-09,2.7171098e-05
2024-07-10,2.0409569e-05
2024-07-11,7.590139e-06
2024-07-12,1.0939149e-05
2024-07-13,2.0276928e-05
2024-07-14,2.7150309e-05
2024-07-15,2.4901594e-05
2024-07-16,2.254031e-05
2024-07-17,1.01475425e-05
2024-07-18,1.2753174e-05
2024-07-19,2.8454067e-05
2024-07-20,4.0235707e-05
2024-07-21,
2024-07-23,2.2824475e-05
2024-07-24,
2024-07-25,1.966049e-05
2024-07-26,3.231258e-05
2024-07-27,1.6561202e-05
2024-07-28,9.814493e-06
2024-07-29,2.0623793e-05
2024-07-30,3.176251e-05
2024-07-31,1.945603e-05
2024-08-01,1.08624745e-05
2024-08-02,2.9204666e-05
2024-08-03,1.175455e-05
2024-08-04,3.3578814e-05
2024-08-05,3.37662e-05
2024-08-06,2.126794e-05
2024-08-08,2.6531501e-05
2024-08-09,1.0211623e-05
2024-08-10,2.363531e-05
2024-08-11,2.376226e-05
2024-08-13,
2024-08-14,2.3749688e-05
2024-08-15,4.6552494e-05
2024-08-16,4.555538e-06
2024-08-17,3.4433185e-07
2024-08-18,5.5594755e-06
2024-08-19,2.3468585e-05
2024-08-20,1.4477505e-05
2024-08-21,2.6798767e-05
2024-08-22,
2024-08-24,1.6649616e-05
2024-08-25,1.4609934e-05
2024-08-26,2.1715354e-05
2024-08-27,2.7912156e-05
2024-08-28,
2024-08-29,2.405565e-05
2024-08-30,1.8183235e-05
2024-08-31,2.6512324e-05
2024-09-01,2.0112668e-05
2024-09-02,1.9453546e-05
2024-09-03,9.282435e-06
2024-09-04,4.378461e-07
2024-09-05,2.1124477e-05
2024-09-06,1.2618749e-05
2024-09-07,9.552701e-06
2024-09-08,
2024-09-09,1.0858387e-05
2024-09-10,
2024-09-11,2.3542625e-05
2024-09-12,2.3625844e-05
2024-09-13,1.2831239e-05
2024-09-14,1.7957485e-05
2024-09-15,1.8713503e-05
2024-09-16,1.7226965e-05
2024-09-17,2.2803912e-05
2024-09-18,1.686308e-05
2024-09-19,3.2963646e-05
2024-09-20,5.1152024e-06
2024-09-21,2.584034e-05
2024-09-22,1.46961775e-05
2024-09-23,
2024-09-25,
2024-09-26,
2024-09-27,-9.069632e-06
2024-09-28,1.0393156e-05
2024-09-29,2.267853e-05
2024-09-30,1.5998678e-05
2024-10-01,8.017017e-06
2024-10-02,2.4632369e-05
2024-10-03,
2024-10-04,2.4407935e-05
2024-10-05,2.3411916e-05
2024-10-06,3.6792248e-06
2024-10-07,1.22400525e-05
2024-10-08,1.1559464e-05
2024-10-09,1.514414e-05
2024-10-10,
2024-10-11,9.663205e-06
2024-10-12,1.0683896e-05
2024-10-13,3.7995625e-05
2024-10-14,3.2162705e-05
2024-10-15,
2024-10-16,2.0558744e-05
2024-10-17,1.7533457e-05
2024-10-18,3.540158e-05
2024-10-19,
2024-10-20,
2024-10-21,
2024-10-22,1.0271793e-05
2024-10-23,1.9100213e-05
2024-10-24,2.9858204e-05
2024-10-25,3.73305e-05
2024-10-27,1.9594174e-05
2024-10-28,3.3738106e-05
2024-10-29,2.454134e-05
2024-10-30,1.7947941e-05
2024-10-31,6.659911e-06
2024-11-01,
2024-11-02,8.15059e-06
2024-11-03,
2024-11-04,
2024-11-05,1.6503018e-05
2024-11-06,1.7395341e-05
2024-11-07,
2024-11-08,
2024-11-09,3.0411418e-05
2024-11-10,
2024-11-11,
2024-11-12,
2024-11-13,
2024-11-14,1.6547323e-05
2024-11-15,
2024-11-16,
2024-11-17,
2024-11-18,
2024-11-19,
2024-11-20,
2024-11-21,
2024-11-22,
2024-11-23,
2024-11-24,
2024-11-25,
2024-11-26,
2024-11-27,
2024-11-28,1.7003924e-05
2024-11-29,
2024-11-30,
2024-12-01,
2024-12-02,
2024-12-03,2.5988367e-05
2024-12-04,
2024-12-05,
2024-12-06,
2024-12-07,
2024-12-08,
2024-12-09,
2024-12-10,
2024-12-11,
2024-12-12,
2024-12-14,
2024-12-15,
2024-12-16,
2024-12-17,
2024-12-18,2.3832044e-05
2024-12-19,2.582232e-05
2024-12-20,
2024-12-21,
2024-12-22,
2024-12-23,
2024-12-24,
2024-12-25,
2024-12-26,3.515366e-05
2024-12-27,3.2255957e-05
2024-12-28,
2024-12-29,
2024-12-30,
2024-12-31,
2025-01-01,
2025-01-02,
2025-01-03,1.6960674e-05
2025-01-04,
2025-01-05,
2025-01-06,
2025-01-07,
2025-01-08,
2025-01-09,5.0180797e-06
2025-01-10,
2025-01-11,2.6336047e-05
2025-01-12,
2025-01-13,
2025-01-14,
2025-01-15,
2025-01-16,
2025-01-17,
2025-01-18,
2025-01-19,
2025-01-20,
2025-01-21,1.5967868e-05
2025-01-22,
2025-01-23,
2025-01-24,
2025-01-25,
2025-01-26,
2025-01-27,
2025-01-28,
2025-01-29,
2025-02-01,
2025-02-02,
2025-02-03,
2025-02-04,
2025-02-05,5.9267345e-06
2025-02-06,1.4425656e-05
2025-02-07,
2025-02-08,
2025-02-09,
2025-02-10,
2025-02-11,
2025-02-12,
2025-02-13,
2025-02-14,
2025-02-16,
2025-02-17,
2025-02-18,
2025-02-19,
2025-02-20,
2025-02-21,
2025-02-22,
2025-02-23,
2025-02-24,
2025-02-25,
2025-02-26,
2025-02-27,
2025-02-28,
2025-03-01,2.3852279e-05
2025-03-02,
2025-03-03,
2025-03-04,
2025-03-05,
2025-03-06,
2025-03-07,
2025-03-08,
2025-03-09,
2025-03-10,
2025-03-11,
2025-03-12,
2025-03-13,
2025-03-14,
2025-03-15,
2025-03-16,
2025-03-17,
2025-03-18,1.88272e-05
2025-03-19,
2025-03-20,2.5646616e-05
2025-03-21,8.696134e-06
2025-03-22,
2025-03-23,
2025-03-24,
2025-03-25,1.56827e-05
2025-03-26,1.7549664e-05
2025-03-27,
2025-03-28,
2025-03-29,
2025-03-30,
2025-03-31,1.828199e-05
2025-04-01,
2025-04-02,
2025-04-03,
2025-04-04,6.8206227e-06
2025-04-05,
2025-04-06,-7.6513595e-07
2025-04-07,2.5712689e-06
2025-04-08,-2.0717928e-06
2025-04-09,
2025-04-10,
2025-04-11,
2025-04-12,
2025-04-13,
2025-04-14,
2025-04-15,
2025-04-16,
2025-04-17,
2025-04-18,
2025-04-19,
2025-04-20,
2025-04-21,1.645307e-05
2025-04-22,2.578196e-05
2025-04-23,1.6465987e-05
2025-04-24,1.1964072e-05
2025-04-25,
2025-04-26,1.1903673e-05
2025-04-27,2.0769325e-05
2025-04-28,2.4733723e-05
2025-04-29,2.20393e-05
2025-04-30,1.6838354e-05
2025-05-01,1.1917408e-05
2025-05-02,1.765976e-05
2025-05-03,8.881291e-06
2025-05-04,3.3616052e-05
2025-05-05,-1.9939193e-06
2025-05-07,2.2078e-05
2025-05-08,
2025-05-09,
2025-05-10,9.916996e-06
2025-05-11,
2025-05-12,
2025-05-13,
2025-05-14,
2025-05-15,
2025-05-16,
2025-05-17,
2025-05-18,6.7519245e-06
2025-05-19,
2025-05-20,2.3611194e-05
2025-05-21,
2025-05-23,
2025-05-24,7.0778015e-06
2025-05-25,3.7085396e-05
2025-05-26,
2025-05-27,
2025-05-28,6.8557624e-06
2025-05-29,1.7023849e-05
2025-05-30,1.5974336e-05
2025-05-31,2.0723543e-05
2025-06-01,
2025-06-02,
2025-06-03,5.59813e-06
2025-06-04,2.281799e-05
2025-06-05,3.0905787e-05
2025-06-06,7.3369565e-06
2025-06-07,
2025-06-08,1.1733632e-05
2025-06-09,4.854849e-06
2025-06-10,-8.655206e-06
2025-06-11,2.3915634e-05
2025-06-12,5.5546384e-06
2025-06-13,
2025-06-14,
2025-06-15,1.437073e-06
2025-06-16,1.7891332e-05
2025-06-17,1.4429085e-05
2025-06-18,1.8880464e-05
2025-06-19,
2025-06-20,
2025-06-21,1.187791e-05
2025-06-22,
2025-06-23,
2025-06-24,2.0714568e-05
2025-06-25,
2025-06-26,
2025-06-27,1.140726e-05
2025-06-28,
2025-06-29,
2025-06-30,-1.3958905e-05
2025-07-01,2.904384e-05
2025-07-02,1.4425451e-05
2025-07-03,
2025-07-04,
2025-07-05,1.03154325e-05
2025-07-06,
2025-07-07,2.0359568e-05
2025-07-08,1.6873264e-05
2025-07-09,
2025-07-10,1.6847878e-05
2025-07-11,
2025-07-12,
2025-07-13,3.0403407e-06
2025-07-14,2.0503012e-05
2025-07-15,2.3426783e-05
2025-07-16,1.6325366e-05
2025-07-17,1.1369108e-05
2025-07-18,3.0192907e-05
2025-07-19,1.0011483e-05
2025-07-20,1.7157196e-05
2025-07-21,-9.535583e-07
2025-07-22,1.37907955e-05
2025-07-23,
2025-07-24,
2025-07-25,
2025-07-26,1.9152007e-05
2025-07-27,8.2288825e-06
2025-07-28,1.8703306e-05
2025-07-29,2.372061e-05
2025-07-30,-3.7055318e-06
2025-07-31,7.850428e-06
2025-08-01,2.4423853e-05
2025-08-02,1.048076e-05
2025-08-03,9.423659e-06
2025-08-04,1.5230909e-05
2025-08-05,3.653737e-05
2025-08-06,1.47219835e-05
2025-08-07,1.1190885e-05
2025-08-08,3.200379e-05
2025-08-09,1.8878267e-05
2025-08-10,
2025-08-11,2.315671e-05
2025-08-12,1.7468969e-05
2025-08-13,2.0354777e-05
2025-08-14,1.8783814e-05
2025-08-15,-6.5199e-06
2025-08-16,5.955309e-06
2025-08-17,1.6131517e-05
2025-08-18,-6.105994e-07
2025-08-19,
2025-08-20,2.7897535e-05
2025-08-21,1.983248e-05
2025-08-22,1.688936e-05
2025-08-23,2.5059674e-06
2025-08-24,2.8695296e-05
2025-08-25,2.1917946e-05
2025-08-26,
2025-08-27,2.6737276e-05
2025-08-28,1.1658377e-05
2025-08-29,1.8135848e-05
2025-08-30,8.796324e-06
2025-08-31,2.7393688e-05
2025-09-01,9.52266e-06
2025-09-02,6.415357e-06
2025-09-03,2.3990713e-05
2025-09-04,1.5607991e-05
2025-09-05,1.6353753e-05
2025-09-06,
2025-09-07,1.7341e-05
2025-09-08,
2025-09-09,
2025-09-10,7.679225e-06
2025-09-11,
2025-09-12,1.179382e-05
2025-09-13,1.3845967e-05
2025-09-14,7.682919e-06
2025-09-15,
2025-09-16,1.0987669e-05
2025-09-17,
2025-09-18,8.859601e-06
2025-09-19,4.3972736e-06
2025-09-20,3.880605e-06
2025-09-21,2.1990629e-05
2025-09-22,3.5007922e-06
2025-09-23,2.4613677e-05
2025-09-24,2.9962097e-05
2025-09-25,4.930163e-06
2025-09-26,7.4870964e-06
2025-09-28,6.2086374e-06
2025-09-29,1.5683163e-06
2025-09-30,
2025-10-01,
2025-10-02,7.547202e-06
2025-10-03,1.2941053e-05
2025-10-04,1.9191777e-05
2025-10-05,2.9712697e-05
2025-10-06,2.2880009e-05
2025-10-07,2.8737455e-05
2025-10-08,2.129758e-05
2025-10-09,5.6100153e-06
2025-10-10,1.0646965e-05
2025-10-11,
2025-10-12,1.3909834e-05
2025-10-13,
2025-10-14,2.0361596e-05
2025-10-15,
2025-10-16,4.767841e-05
2025-10-17,6.1305377e-06
2025-10-18,3.0892603e-05
